'FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
-11.331,-12.894,2.735,15.629,-46.886,-5.47,14.066,31.258,-28.913,7.814,-1.954,25.788,10.94,9.768,-13.675,-3.516,6.252,11.722,-1.954,28.132,23.834,-1.563,-13.675
-23.053,-18.364,6.642,35.946,-57.045,-21.099,20.317,59.78,-33.602,5.079,-18.755,52.747,8.987,17.973,-23.443,1.563,1.563,11.331,-5.861,12.503,53.919,5.861,-23.443
-33.602,-13.675,16.02,32.43,-61.343,-29.304,23.443,67.985,-32.821,3.126,-23.443,46.886,-2.344,33.993,-21.49,-16.41,1.954,8.205,-15.238,-5.861,79.316,11.722,-21.49
-26.96,-9.377,25.006,9.768,-48.449,-20.708,23.834,44.151,-17.973,3.126,-14.847,22.662,6.642,31.648,-17.973,-26.569,5.079,11.722,-24.225,5.861,65.641,8.205,-17.973
-16.02,-10.549,18.755,10.549,-28.523,-14.457,9.377,36.728,-7.033,-5.861,-8.205,22.271,10.159,11.722,-17.582,-3.907,-4.689,5.47,-17.973,25.006,25.788,1.563,-17.582
-10.159,-13.675,17.582,7.033,-14.066,-14.457,-0.391,29.304,3.907,-10.159,-3.907,17.973,10.94,2.735,-13.675,7.814,-10.94,-2.344,-16.801,33.602,5.079,-2.344,-13.675
-7.033,-21.49,17.973,4.689,-0.781,-18.364,-6.252,19.536,14.066,-13.675,-0.781,21.49,15.629,-10.94,-6.252,23.834,-15.238,-7.814,-17.192,41.026,-8.596,-8.596,-6.252
-10.159,-19.927,11.722,11.722,5.861,-26.178,-8.987,21.88,16.801,-17.973,-1.954,17.973,9.768,-16.41,-4.298,26.178,-22.662,-12.894,-10.94,31.648,-11.331,-8.596,-4.298
-15.629,-20.317,15.238,13.284,8.205,-32.43,-8.987,25.397,17.973,-16.801,-5.47,9.768,-1.954,-10.159,0.781,17.192,-23.443,-14.066,-14.457,21.49,-3.126,-8.987,0.781
-9.768,-18.364,19.536,5.079,17.192,-29.695,-5.47,14.457,20.708,-11.331,-3.516,14.847,0.391,-8.987,1.172,28.132,-19.536,-10.549,-18.755,17.192,-2.735,-5.861,1.172
-4.689,-14.066,19.536,3.516,25.397,-24.225,-3.516,7.814,22.662,-7.424,-2.735,22.662,8.596,-14.457,-2.735,44.151,-18.755,-5.861,-18.755,19.927,-8.987,-2.344,-2.735
-1.172,-11.331,21.099,8.205,27.741,-19.145,-5.861,13.675,22.662,-5.079,-4.298,14.847,0,-3.126,-0.391,31.648,-19.536,-7.814,-20.317,8.596,-0.781,0.781,-0.391
0.781,-4.298,25.006,5.079,29.695,-10.549,-4.689,12.894,23.443,-1.954,-0.781,6.252,-6.252,7.814,4.689,19.927,-17.192,-5.47,-24.225,0,5.47,3.907,4.689
2.344,4.298,27.741,3.907,32.821,2.735,3.907,-1.172,32.43,-2.735,10.94,3.516,14.066,-11.331,13.284,28.132,-11.331,3.516,-26.96,8.987,1.954,-3.126,13.284
7.814,3.126,26.178,11.331,35.556,9.377,7.033,-2.735,40.244,-6.642,17.582,9.768,27.741,-21.099,14.457,41.807,-7.424,11.331,-25.397,16.02,-3.126,-1.172,14.457
2.735,5.861,21.099,20.708,27.35,10.159,2.735,10.159,39.463,-9.768,16.02,19.145,18.755,-12.503,18.364,40.244,-3.516,9.768,-20.317,1.172,6.252,5.47,18.364
-2.735,8.596,14.847,25.006,17.973,4.298,7.033,16.02,37.118,-10.159,14.066,24.615,18.364,-4.689,15.629,37.509,1.954,11.331,-14.066,-11.331,21.88,11.722,15.629
-9.377,-8.596,11.722,44.542,7.033,-14.847,11.722,33.211,30.476,-7.814,0.391,43.761,14.457,-0.391,9.377,42.589,2.344,12.503,-10.94,-16.02,35.556,18.755,9.377
-21.099,-7.033,12.503,39.853,-1.172,-21.49,12.503,33.602,26.96,-3.516,-5.47,30.867,1.172,11.331,15.238,19.927,0.781,8.205,-11.722,-33.993,52.747,17.973,15.238
-18.755,0.781,19.536,9.768,6.252,-15.629,14.847,5.47,29.695,1.954,4.298,0,3.516,13.284,21.88,-1.954,4.689,6.642,-18.755,-31.258,46.105,13.675,21.88
-7.033,-4.298,15.629,2.735,24.615,-9.377,1.954,-10.549,32.821,-5.079,10.159,-3.126,10.549,-12.894,25.788,12.112,-5.47,5.079,-14.847,-5.861,10.94,-1.563,25.788
-5.47,-5.861,12.503,-5.47,33.211,-9.377,-7.424,-19.536,32.43,-8.205,11.722,-16.02,6.642,-17.973,24.615,7.424,-9.768,-7.033,-11.722,-1.563,0.391,-3.907,24.615
-0.781,-5.079,7.424,-10.159,44.542,-10.94,-15.629,-26.569,34.774,-8.205,6.252,-15.238,8.596,-19.927,16.02,13.284,-8.205,-21.49,-6.642,2.344,-5.47,-2.344,16.02
1.954,-11.331,0.391,-6.642,50.403,-17.582,-21.099,-26.96,33.211,-8.205,-2.344,-1.172,10.94,-28.913,10.159,28.913,-7.814,-33.211,0.391,5.079,-5.47,-5.861,10.159
-5.079,-8.987,-1.954,-7.424,46.886,-19.536,-24.615,-26.178,28.913,-7.033,-12.894,-14.066,-1.172,-20.317,3.516,12.503,-6.642,-44.151,2.735,-1.954,1.172,-1.954,3.516
-7.814,1.954,-11.722,-13.284,42.589,-15.238,-27.741,-31.258,26.569,-6.642,-18.755,-30.476,-10.159,-10.549,-7.033,-1.563,-4.689,-49.621,12.503,-14.066,3.516,1.172,-7.033
-3.126,1.172,-16.41,-18.364,41.416,-11.331,-28.132,-39.072,25.006,-9.377,-20.708,-21.099,-3.516,-21.88,-11.331,9.768,-5.079,-45.714,17.192,-2.735,-10.159,-2.735,-11.331
-3.126,-3.126,-19.536,-16.41,33.211,-10.94,-26.569,-37.9,20.708,-14.847,-25.006,-12.894,0.391,-32.821,-19.145,19.145,-7.424,-42.198,20.317,3.126,-12.112,-8.596,-19.145
-7.424,-1.172,-19.927,-21.49,21.099,-8.596,-26.569,-36.337,14.066,-17.973,-23.834,-30.085,-10.549,-16.801,-25.788,-3.516,-8.205,-43.761,20.708,-3.516,-5.861,-2.344,-25.788
-3.907,0,-23.834,-28.132,17.582,-4.298,-28.913,-40.635,12.894,-20.708,-19.927,-36.728,-13.284,-18.364,-21.49,-10.159,-7.424,-41.026,24.615,0.781,-15.629,-6.252,-21.49
-1.954,-5.079,-32.039,-21.49,13.675,-7.424,-26.569,-41.026,8.596,-20.317,-21.49,-28.132,-6.252,-29.695,-26.569,2.344,-10.159,-35.165,32.821,7.814,-23.053,-8.987,-26.569
-6.252,-10.159,-35.946,-16.801,7.033,-14.457,-24.225,-37.509,1.954,-19.536,-23.834,-25.788,-5.861,-30.476,-33.993,3.126,-10.94,-33.602,36.728,3.126,-16.41,-5.079,-33.993
-8.596,-16.801,-34.774,-16.41,-0.391,-22.271,-25.788,-29.695,-4.298,-16.02,-30.085,-25.397,-16.41,-19.536,-32.43,-8.596,-7.424,-34.774,35.556,-4.689,-8.596,-1.954,-32.43
-21.49,-26.569,-39.463,0.391,-16.02,-42.198,-24.225,-4.689,-21.49,-12.112,-47.668,-8.987,-34.774,-5.861,-33.993,-16.41,-8.987,-36.337,40.244,-25.397,14.457,5.861,-33.993
-25.397,-31.258,-31.258,-3.907,-23.053,-45.324,-8.987,-14.457,-27.35,-2.344,-39.853,-25.006,-36.337,4.689,-34.774,-29.695,0.781,-31.648,32.039,-23.443,25.006,8.596,-34.774
-19.927,-29.304,-23.053,-19.536,-19.536,-30.085,-6.642,-36.337,-22.662,6.642,-29.304,-48.84,-32.039,10.159,-30.085,-42.589,7.424,-26.178,23.834,-7.033,14.066,6.642,-30.085
-11.331,-9.377,-45.324,-17.582,-8.987,-14.066,-19.145,-41.026,-19.145,5.861,-23.834,-35.165,-22.662,-6.642,-25.006,-17.973,0.391,-25.788,46.105,-10.549,-8.205,1.563,-25.006
-5.47,-5.079,-43.761,-19.145,-0.781,-2.344,-21.099,-49.231,-12.503,5.861,-16.801,-39.853,-14.847,-14.457,-20.708,-13.284,-1.563,-23.053,44.542,0,-18.364,-1.954,-20.708
-0.781,-5.079,-39.463,-19.145,3.516,3.126,-23.834,-47.277,-7.033,3.126,-16.41,-43.761,-16.41,-19.927,-13.284,-14.457,-3.126,-23.834,40.244,4.298,-28.913,-3.126,-13.284
2.344,-4.298,-39.072,-14.066,5.47,4.298,-25.397,-40.635,-1.954,0.781,-21.099,-28.132,-15.238,-20.317,-12.112,-2.735,-1.954,-28.132,39.853,-1.172,-29.695,2.344,-12.112
1.954,-10.159,-28.913,-12.112,5.47,3.126,-19.536,-39.853,1.172,0.391,-21.88,-21.49,-14.066,-21.88,-7.814,2.735,3.516,-28.523,29.695,1.172,-26.178,5.47,-7.814
-1.563,-18.755,-12.503,-14.066,2.735,3.907,-16.02,-39.853,2.344,-1.172,-20.708,-39.072,-20.708,-16.02,-8.596,-11.722,5.47,-31.258,13.284,9.377,-16.41,4.298,-8.596
-5.861,-11.722,-21.49,-11.331,0.391,3.516,-21.099,-34.383,2.344,-2.344,-23.834,-45.324,-27.741,-7.424,-14.066,-19.145,3.907,-33.993,22.271,-2.344,-7.033,5.079,-14.066
-7.814,-20.317,-15.238,-3.907,0.391,-0.781,-16.41,-32.039,1.172,-2.735,-25.788,-28.523,-17.192,-21.88,-14.847,-1.563,1.563,-28.132,16.02,7.814,0.391,0.781,-14.847
-7.424,-20.317,-12.503,-3.907,1.172,-2.735,-8.987,-35.165,5.861,-2.344,-22.271,-28.523,-5.861,-28.523,-20.317,7.424,2.344,-23.834,13.284,14.066,-0.781,3.126,-20.317
-7.814,-13.675,-16.02,-3.126,-0.391,3.126,-11.331,-32.821,6.642,-1.563,-17.582,-37.509,-8.205,-23.443,-19.145,0.781,3.516,-27.35,16.801,10.549,-2.735,2.344,-19.145
-7.033,-4.689,-19.927,1.563,-1.954,8.987,-15.238,-24.225,5.079,-2.344,-15.629,-26.178,-9.768,-19.536,-17.192,7.814,5.079,-24.225,20.708,0,-0.781,6.252,-17.192
-12.503,-8.987,-15.629,11.722,-9.377,6.642,-7.033,-16.41,1.563,1.172,-13.284,-18.364,-3.516,-17.973,-18.755,12.503,9.377,-18.755,16.41,4.298,6.642,7.424,-18.755
-19.927,-12.503,-12.503,18.755,-17.973,2.344,-3.516,-7.424,-3.516,8.987,-14.457,-16.02,-4.689,-6.642,-15.629,3.516,14.066,-18.755,13.284,-1.172,26.96,7.424,-15.629
-33.993,-19.145,-10.549,34.774,-31.648,-12.894,-8.987,25.006,-16.801,11.722,-32.039,9.377,-23.443,13.675,-11.722,-5.079,10.94,-24.615,11.331,-25.397,60.562,15.629,-11.722
-39.072,-26.178,1.172,30.867,-36.728,-26.96,4.298,25.397,-21.88,18.755,-25.397,2.735,-25.788,21.88,-3.516,-17.582,17.192,-21.88,-0.391,-30.867,76.19,21.099,-3.516
-31.258,-19.536,2.735,13.284,-27.35,-16.41,5.861,3.126,-17.192,23.443,-10.549,-19.145,-20.317,17.973,0.391,-22.271,20.317,-17.582,-1.954,-12.112,50.012,13.675,0.391
-20.708,-16.02,-0.781,10.549,-14.066,-4.298,-6.642,-2.344,-15.238,17.582,-0.781,-9.768,-16.41,-1.172,2.735,5.079,11.722,-18.755,1.563,-1.563,21.88,3.907,2.735
-13.284,-13.284,-2.344,4.689,-3.907,-0.391,-9.377,-10.549,-12.503,14.847,6.252,-5.861,-9.377,-15.238,2.344,25.006,10.549,-17.973,3.126,9.768,-1.954,-0.391,2.344
-10.549,-15.238,0.391,2.344,0.391,3.126,-12.112,-14.847,-11.331,12.112,8.596,-12.894,-9.377,-23.834,5.47,25.006,7.033,-18.364,0.391,23.834,-19.927,-7.814,5.47
-15.238,-21.49,8.205,10.159,-0.781,0,-12.503,-3.907,-12.112,5.861,3.907,-8.987,-18.755,-21.88,4.689,25.397,3.126,-21.88,-7.424,21.88,-15.238,-7.424,4.689
-12.894,-21.88,10.159,11.722,0.391,-4.689,-6.642,-1.563,-7.424,5.079,0.391,3.907,-11.331,-20.317,-0.781,35.556,5.861,-22.271,-9.377,19.536,-10.94,-2.344,-0.781
-9.768,-24.615,19.927,7.814,2.735,-0.391,0,-8.987,-1.954,3.516,1.954,8.205,0,-25.788,-2.735,43.37,9.377,-17.973,-19.145,32.43,-14.847,-3.516,-2.735
-9.768,-14.457,16.41,6.252,1.172,6.252,-2.344,-6.642,0.781,0.391,1.172,0.391,-7.814,-20.708,-1.954,34.383,8.205,-20.708,-15.629,16.41,-10.159,-5.079,-1.954
-11.722,1.563,4.298,5.079,-3.126,9.377,-5.079,-1.563,0.391,-1.172,-1.172,-0.781,-15.238,-16.801,0.391,28.913,11.331,-23.053,-3.516,-0.781,-10.94,-5.861,0.391
-8.987,3.126,1.172,-2.344,-4.298,9.768,0.391,-12.112,3.516,0.391,0,-1.172,-7.424,-27.35,3.907,34.383,16.02,-17.582,-0.391,6.642,-22.662,-11.722,3.907
-4.689,3.516,-0.391,-6.642,-0.781,12.503,3.126,-22.662,6.642,0.391,4.689,-8.987,-3.907,-40.244,7.033,40.635,17.973,-12.894,1.172,14.457,-38.291,-16.801,7.033
-5.47,-1.563,-3.126,-0.781,-2.344,7.424,-4.298,-11.722,1.563,-0.781,1.172,-7.424,-16.801,-32.821,3.907,40.244,14.457,-16.801,3.907,8.987,-39.853,-9.768,3.907
-8.596,-10.94,-2.735,4.689,-1.563,-4.689,-4.298,-5.861,-2.735,0.391,-5.079,-4.689,-23.053,-26.569,-0.391,37.509,11.722,-17.582,3.516,5.079,-28.132,-5.47,-0.391
-15.629,-21.099,-1.563,10.549,-4.689,-16.801,-0.781,-4.689,-6.642,5.861,-9.768,-12.894,-22.662,-22.271,-5.861,28.132,12.112,-18.364,2.344,0.391,-5.861,-1.563,-5.861
-25.006,-37.9,-6.642,28.913,-13.284,-39.463,-2.344,13.675,-16.02,12.503,-28.913,0.391,-30.867,-13.284,-7.424,19.927,10.94,-30.476,7.424,-10.549,17.192,6.252,-7.424
-33.602,-38.681,-2.735,17.973,-18.755,-47.277,-0.391,8.596,-19.927,20.317,-30.867,-20.317,-36.728,5.47,-9.377,-9.768,17.192,-38.681,3.516,-21.49,46.496,8.987,-9.377
-25.397,-34.774,-5.079,-3.516,-9.768,-36.337,-4.298,-18.755,-9.768,23.053,-25.397,-46.496,-23.053,2.735,-9.377,-27.35,20.708,-33.602,5.861,-5.861,35.165,2.344,-9.377
-13.284,-32.039,-15.238,-2.735,-1.172,-22.271,-17.192,-23.053,-5.861,21.49,-18.364,-47.277,-16.41,-14.457,-3.907,-14.066,13.675,-35.946,16.02,10.94,1.172,-8.987,-3.907
-7.424,-28.132,-12.894,-10.549,3.516,-10.549,-22.271,-30.085,0.391,21.099,-12.894,-48.84,-10.159,-19.536,-1.954,-8.205,13.284,-37.509,13.675,21.88,-11.722,-15.238,-1.954
-1.954,-20.708,-17.973,-12.894,6.252,-1.954,-24.615,-33.602,7.424,19.927,-12.112,-40.244,-0.391,-29.304,0.391,5.079,12.503,-36.728,18.755,26.178,-24.225,-20.317,0.391
-2.735,-19.145,-18.364,-5.861,1.954,-0.781,-25.006,-22.662,7.424,17.973,-14.457,-40.244,-5.47,-32.43,8.205,1.954,10.94,-41.026,19.145,23.443,-31.258,-19.145,8.205
-7.424,-19.145,-10.549,-3.907,-3.516,-1.172,-22.271,-14.066,8.205,14.457,-19.145,-41.807,-13.675,-22.662,5.861,-7.033,11.722,-42.198,11.331,20.317,-25.397,-12.503,5.861
-3.907,-9.377,-9.377,-8.596,-2.344,3.907,-17.192,-16.02,14.066,10.549,-18.364,-26.569,-3.516,-25.397,1.563,7.424,10.94,-31.648,10.159,15.629,-25.397,-8.987,1.563
3.126,-2.735,-14.847,-8.205,1.172,7.033,-16.02,-16.41,19.927,4.298,-16.41,-11.722,8.205,-37.509,2.344,23.053,4.689,-21.099,15.629,12.112,-35.165,-8.987,2.344
2.735,-0.781,-14.847,-6.252,0,5.861,-20.317,-4.689,16.801,-3.516,-18.364,-10.159,-3.516,-32.43,4.298,15.629,-5.47,-17.582,15.629,0.391,-30.476,-10.94,4.298
2.344,1.563,-14.847,-12.503,-0.391,1.954,-21.099,-3.907,16.02,-10.94,-17.192,-13.284,-10.94,-24.225,0.391,8.987,-12.503,-14.457,15.629,-8.596,-24.615,-9.768,0.391
8.596,-1.172,-17.582,-18.755,7.033,0,-17.973,-17.973,20.708,-15.629,-10.159,-17.192,1.563,-40.635,0.391,16.02,-16.02,-8.596,18.364,3.907,-37.118,-17.582,0.391
8.987,-12.112,-20.317,-15.238,12.112,-9.768,-19.145,-21.88,21.49,-23.053,-11.331,-11.331,6.252,-52.747,-4.298,26.178,-19.145,-12.503,21.099,15.238,-40.635,-19.145,-4.298
0.781,-20.708,-22.271,-9.377,8.596,-24.225,-25.788,-10.549,17.192,-30.867,-17.973,0.391,-3.516,-46.496,-6.642,25.397,-24.615,-21.88,23.053,7.424,-27.35,-14.457,-6.642
-4.689,-19.927,-28.913,-2.344,5.47,-35.556,-23.443,-3.907,14.066,-28.523,-23.053,8.596,-5.861,-40.635,-3.516,21.88,-24.225,-23.443,29.695,-7.033,-10.549,-10.159,-3.516
-15.629,-32.821,-29.304,18.364,-4.689,-56.654,-12.894,12.503,7.033,-23.053,-35.556,30.085,-7.814,-34.383,-6.252,28.523,-21.88,-22.662,30.085,-12.503,10.94,-2.344,-6.252
-20.708,-33.602,-25.006,19.536,-12.112,-59.389,-7.033,17.582,3.126,-16.801,-37.118,24.615,-16.801,-16.41,-5.47,12.894,-19.145,-24.615,25.788,-25.006,26.96,4.298,-5.47
-23.053,-17.582,-14.066,0,-13.284,-43.761,0.781,0,5.861,-6.642,-22.271,-0.391,-14.066,-3.516,-0.781,-4.689,-10.159,-17.973,14.847,-26.569,31.258,5.47,-0.781
-9.377,-18.364,-14.066,-5.861,-0.781,-26.569,-5.47,-15.238,10.549,-7.424,-10.549,-7.424,-1.954,-16.41,-3.126,5.861,-9.377,-12.112,14.847,-1.563,3.516,0.781,-3.126
-2.735,-21.49,-11.331,-8.596,3.516,-18.364,-10.549,-19.145,11.331,-7.814,-2.735,-19.145,-1.563,-14.066,-3.907,0.391,-8.596,-13.675,12.112,9.377,-6.252,0.781,-3.907
-1.954,-18.755,-9.377,-10.549,7.814,-13.675,-14.066,-22.271,12.503,-8.205,-1.172,-14.066,6.642,-13.284,-10.94,5.861,-8.205,-13.284,10.159,12.503,-1.172,1.563,-10.94
5.861,-27.35,-10.549,-3.516,12.503,-17.192,-14.066,-17.582,12.503,-8.987,-2.735,3.516,15.629,-21.099,-11.331,19.927,-7.424,-12.894,11.331,19.927,-2.344,0.781,-11.331
5.079,-33.993,-6.252,4.298,10.549,-21.88,-10.94,-8.596,8.987,-8.987,-5.47,0.391,8.987,-14.066,-9.377,8.987,-7.033,-14.457,7.033,18.755,5.47,0.391,-9.377
5.079,-15.238,-16.41,1.172,10.549,-17.582,-10.94,-8.205,8.596,-10.159,-0.781,-5.861,2.735,-8.987,-2.344,-1.172,-4.689,-10.94,17.192,-1.563,8.596,-1.563,-2.344
12.112,-16.02,-14.457,0.391,15.629,-13.675,-10.549,-8.987,9.377,-12.503,2.344,11.722,14.066,-17.582,-6.252,21.099,-2.344,-1.954,15.238,4.298,1.563,-4.298,-6.252
16.801,-16.801,-14.457,2.344,19.927,-15.629,-8.205,-8.987,11.722,-15.238,3.516,23.053,21.49,-18.755,-12.894,34.383,-3.516,4.689,15.238,5.47,-1.172,-1.563,-12.894
11.331,-9.768,-12.503,-5.079,16.41,-15.629,-8.987,-8.987,8.596,-20.708,7.033,8.596,10.94,-7.814,-17.973,19.145,-8.596,5.861,13.284,-8.987,8.987,0,-17.973
14.066,-5.47,-10.159,-14.457,18.755,-11.722,-9.377,-14.457,10.94,-23.443,9.768,1.954,8.987,-5.079,-21.88,18.755,-14.066,11.331,10.94,-8.596,1.954,0.391,-21.88
15.629,-9.768,-12.503,-7.424,18.364,-12.894,-3.516,-17.582,11.331,-24.615,7.424,5.861,12.894,-25.397,-19.145,32.43,-20.317,17.192,13.284,3.516,-11.331,-11.722,-19.145
10.94,-11.331,-13.675,-1.954,12.894,-16.801,1.954,-15.238,10.549,-24.615,0.781,6.252,6.642,-33.211,-15.238,35.946,-22.271,16.801,14.457,-1.172,-11.722,-16.02,-15.238
2.344,-8.987,-11.331,-0.391,4.298,-17.582,2.344,-8.205,8.596,-23.443,-7.814,7.424,-5.47,-25.788,-12.894,29.304,-18.755,14.847,12.112,-15.629,-0.781,-13.284,-12.894
-12.112,-15.238,-10.94,17.973,-8.987,-32.039,3.907,16.02,1.172,-24.225,-28.913,24.615,-21.49,-8.596,-21.099,24.615,-16.41,10.549,11.722,-36.728,28.132,-3.126,-21.099
-21.099,-14.066,0,10.94,-14.457,-35.165,19.145,4.298,2.344,-18.364,-23.834,8.596,-19.927,1.563,-24.225,11.331,-7.814,10.159,0.781,-41.807,44.151,0.781,-24.225
-16.02,-5.47,4.298,-10.94,-10.159,-15.629,19.145,-22.271,8.596,-13.675,-11.722,-15.238,-12.503,5.861,-26.569,0.391,0.781,12.503,-3.516,-34.774,33.602,1.563,-26.569
-2.735,3.126,-7.033,-10.94,0.391,2.344,6.252,-29.304,10.94,-14.847,-4.689,-5.079,0.391,-11.722,-27.35,24.615,-3.126,12.112,7.814,-20.708,0.781,-4.689,-27.35
7.424,4.689,-7.033,-17.582,5.47,14.847,4.298,-39.463,10.94,-11.722,3.516,-15.629,9.377,-22.662,-22.662,23.834,-2.344,12.503,7.814,-7.033,-21.49,-7.424,-22.662
13.675,7.033,-5.861,-18.364,5.861,26.96,-0.781,-35.556,9.768,-8.596,5.861,-21.49,12.503,-26.569,-17.973,17.973,0.391,9.377,6.642,-2.735,-29.695,-10.94,-17.973
17.582,5.861,-4.298,-12.894,3.907,29.695,-4.298,-24.615,4.689,-5.079,2.344,-5.47,18.755,-25.397,-23.834,27.741,1.954,7.424,5.079,-1.172,-23.443,-10.94,-23.834
17.582,2.735,7.424,-12.894,3.516,28.132,0.391,-18.364,3.126,0.391,0.391,2.735,30.085,-25.006,-25.397,28.523,8.596,5.47,-6.642,-1.172,-5.079,-10.159,-25.397
13.284,8.596,12.503,-16.801,-1.172,32.43,0.781,-14.847,-0.781,3.907,2.735,-13.284,22.271,-11.722,-28.523,11.331,10.159,1.172,-11.722,-10.549,6.252,-9.377,-28.523
11.722,15.238,12.112,-17.582,-4.689,37.509,-2.344,-8.987,-6.642,4.689,1.172,-17.973,14.066,2.344,-37.9,2.344,6.642,0.781,-11.331,-18.364,10.94,-2.344,-37.9
12.503,13.675,15.238,-13.675,0,34.774,-1.172,-5.47,-5.47,5.079,-1.563,-1.954,23.443,-4.689,-38.291,14.847,3.907,7.033,-14.457,-10.549,6.642,0,-38.291
12.112,14.066,18.755,-16.801,2.735,35.165,3.516,-13.284,-0.781,6.252,2.735,-4.689,30.867,-9.768,-32.039,15.629,2.735,9.768,-17.973,-5.079,1.563,0.781,-32.039
8.987,19.536,17.973,-22.271,4.689,38.291,-3.907,-14.847,1.563,3.516,7.424,-17.582,19.145,-0.781,-23.834,1.563,-3.126,6.252,-17.192,-6.642,-3.126,1.563,-23.834
7.814,17.973,15.629,-22.662,11.331,34.383,-14.457,-12.503,5.079,0.391,5.47,-14.066,13.284,0.781,-17.582,0.391,-8.596,2.344,-14.847,-7.814,-5.079,2.735,-17.582
3.907,10.549,12.503,-16.41,12.894,23.443,-14.066,-12.503,8.205,0.391,0.391,-8.596,12.112,-4.298,-13.284,6.642,-13.675,-1.954,-11.722,-4.689,-3.516,1.172,-13.284
-3.126,4.689,10.94,-10.94,8.596,10.94,-14.847,-5.079,8.987,0.391,-5.861,-11.722,2.735,8.987,-17.582,-1.172,-17.192,-10.549,-10.159,-14.457,7.814,10.549,-17.582
-16.02,-0.781,6.642,3.516,0.391,-9.377,-21.88,23.834,4.689,-4.689,-27.741,7.424,-16.02,26.178,-19.145,-10.94,-23.053,-21.88,-5.861,-37.118,35.165,22.662,-19.145
-21.49,-5.861,12.894,5.079,0,-23.443,-11.722,26.178,10.549,-4.689,-29.695,8.987,-13.675,29.304,-10.94,-18.755,-19.927,-21.88,-12.112,-40.244,49.621,25.788,-10.94
-19.927,-0.781,21.49,-11.722,1.954,-17.973,0.391,3.516,16.801,-0.781,-10.159,-24.615,-8.987,30.867,-3.516,-36.728,-12.503,-21.88,-20.708,-31.648,44.933,23.053,-3.516
-7.424,3.516,14.457,-16.02,13.675,-5.47,-7.814,-5.47,23.053,-7.033,0.781,-20.708,-1.563,14.066,-0.781,-15.238,-17.582,-21.099,-13.675,-13.284,13.675,16.02,-0.781
1.172,1.563,15.238,-19.536,18.755,1.172,-7.033,-14.066,26.96,-7.033,8.596,-15.629,7.424,0.781,3.516,0.391,-16.801,-17.192,-14.457,0.391,-4.689,12.894,3.516
4.689,0.391,17.582,-18.364,15.238,9.768,-4.689,-16.41,25.788,-7.424,12.894,-22.662,9.377,-4.689,3.126,1.563,-18.364,-12.894,-16.801,10.159,-13.284,9.768,3.126
2.735,4.298,8.987,-9.768,6.642,10.549,-6.642,-3.907,21.099,-7.814,8.987,-18.755,3.516,0.391,0.781,-1.172,-21.099,-8.596,-8.205,5.079,-12.503,11.331,0.781
-0.781,2.344,12.894,-3.126,-0.781,7.814,-1.172,4.689,19.536,-4.298,7.424,-0.781,10.94,0.781,4.689,5.079,-18.755,-1.954,-12.112,3.907,-0.781,14.066,4.689
1.172,0.781,16.02,-3.516,-2.344,7.033,6.642,1.954,19.145,0.391,12.894,3.516,20.708,-0.781,7.424,9.377,-15.629,5.861,-15.238,9.768,0,14.457,7.424
0.391,3.126,12.112,-1.172,-5.079,5.861,5.079,7.424,13.284,1.954,16.801,-4.689,10.94,12.894,5.861,-3.126,-19.536,6.642,-11.331,5.079,0.391,19.145,5.861
0.391,2.344,8.596,2.735,-4.298,0.391,2.735,15.629,7.033,1.954,17.192,-1.172,2.735,24.225,7.814,-9.768,-23.443,8.596,-7.814,-1.563,2.735,23.834,7.814
4.298,-3.907,8.205,0.781,1.954,-3.516,6.252,5.861,5.079,4.689,20.708,5.079,11.722,16.801,7.424,-0.781,-21.49,13.675,-7.424,8.596,-3.126,24.225,7.424
12.112,-8.205,6.252,-0.781,12.112,-3.126,3.907,-3.126,6.642,5.079,23.834,3.907,17.973,8.987,9.377,3.516,-22.271,12.112,-5.47,21.49,-17.973,21.099,9.377
11.722,-10.549,1.172,2.735,17.973,-7.814,-9.377,5.47,3.126,0.391,17.973,10.94,6.252,12.112,15.238,0.391,-27.35,0.781,-0.391,12.894,-15.238,21.88,15.238
5.861,-13.675,1.563,2.735,19.927,-16.801,-14.457,7.814,-0.391,0.391,10.94,13.284,-2.344,14.457,18.364,-6.252,-26.96,-10.159,-0.781,3.516,-8.987,26.178,18.364
1.172,-16.801,2.735,3.907,22.271,-26.178,-9.377,3.907,0.391,0.391,4.689,9.377,-5.079,14.457,16.41,-10.94,-23.053,-14.457,-1.954,1.954,-0.781,23.834,16.41
-8.205,-18.364,-4.298,19.145,16.801,-41.416,-9.377,20.708,-5.079,-0.391,-12.503,26.96,-14.847,21.49,13.284,-11.331,-23.443,-25.788,5.079,-19.927,23.443,27.35,13.284
-16.41,-11.331,4.689,4.689,12.894,-44.151,-0.781,12.894,-5.47,2.735,-11.331,10.159,-26.178,39.072,16.801,-33.602,-13.284,-31.258,-3.907,-38.681,46.496,30.476,16.801
-5.861,-6.252,5.079,-12.112,24.615,-29.695,-1.954,-11.722,7.814,-1.563,-3.126,-5.079,-18.364,32.039,16.41,-32.821,-7.033,-26.178,-4.298,-24.615,26.569,23.834,16.41
